User,Pts,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS
PHINS (26),180.02,Aaron Rodgers,GB,QB,Matthew Stafford,LAR,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,James Conner,ARI,RB,Allen Lazard,GB,WR,Breshad Perriman,TB,WR,CeeDee Lamb,DAL,WR,Cooper Kupp,LAR,WR,Hunter Renfrow,LV,WR,Dallas Goedert,PHI,TE,Josiah Deguara,GB,TE
plustin (22),179.96,Dak Prescott,DAL,QB,Chase Edmonds,ARI,RB,Devin Singletary,BUF,RB,James Conner,ARI,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Mecole Hardman,KC,WR,Tyreek Hill,KC,WR,Dawson Knox,BUF,TE,Zach Ertz,ARI,TE
RussellClay (2),179.88,Matthew Stafford,LAR,QB,Patrick Mahomes,KC,QB,Aaron Jones,GB,RB,Derrick Henry,TEN,RB,Jonathan Taylor,IND,RB,Sony Michel,LAR,RB,A.J. Green,ARI,WR,Julio Jones,TEN,WR,Mecole Hardman,KC,WR,Van Jefferson,LAR,WR,Dalton Schultz,DAL,TE,Hunter Henry,NE,TE
DarrylR2,179.82,Kyler Murray,ARI,QB,Matthew Stafford,LAR,QB,AJ Dillon,GB,RB,Damien Harris,NE,RB,Derrick Henry,TEN,RB,A.J. Brown,TEN,WR,A.J. Green,ARI,WR,Mecole Hardman,KC,WR,Stefon Diggs,BUF,WR,Tyreek Hill,KC,WR,Hunter Henry,NE,TE,Zach Ertz,ARI,TE
fasman247 (19),179.58,Aaron Rodgers,GB,QB,Matthew Stafford,LAR,QB,Patrick Mahomes,KC,QB,Aaron Jones,GB,RB,Clyde Edwards-Helaire,KC,RB,Sony Michel,LAR,RB,Allen Lazard,GB,WR,Byron Pringle,KC,WR,Marquez Valdes-Scantling,GB,WR,Van Jefferson,LAR,WR,Marcedes Lewis,GB,TE,Tyler Higbee,LAR,TE
jtrieb,179.56,Aaron Rodgers,GB,QB,Dak Prescott,DAL,QB,Cam Akers,LAR,RB,Leonard Fournette,TB,RB,Tony Pollard,DAL,RB,A.J. Brown,TEN,WR,Brandon Aiyuk,SF,WR,Cyril Grayson,TB,WR,Tee Higgins,CIN,WR,Van Jefferson,LAR,WR,Dawson Knox,BUF,TE,Tyler Higbee,LAR,TE
Griffalicious (8),179.5,Tom Brady,TB,QB,Damien Harris,NE,RB,James Conner,ARI,RB,Leonard Fournette,TB,RB,Breshad Perriman,TB,WR,Cyril Grayson,TB,WR,DeVonta Smith,PHI,WR,Jakobi Meyers,NE,WR,Michael Pittman,IND,WR,Mike Evans,TB,WR,Dallas Goedert,PHI,TE,Rob Gronkowski,TB,TE
redeemedwarriors (33),179.5,Ryan Tannehill,TEN,QB,Tom Brady,TB,QB,Aaron Jones,GB,RB,Clyde Edwards-Helaire,KC,RB,D'Onta Foreman,TEN,RB,Darrel Williams,KC,RB,Devin Singletary,BUF,RB,Julio Jones,TEN,WR,Marquez Valdes-Scantling,GB,WR,Mecole Hardman,KC,WR,Mike Evans,TB,WR,Cameron Brate,TB,TE
pnkflyd898 (10),179.48,Carson Wentz,IND,QB,Josh Allen,BUF,QB,Justin Herbert,LAC,QB,Aaron Jones,GB,RB,Austin Ekeler,LAC,RB,Darrell Henderson,LAR,RB,Cooper Kupp,LAR,WR,Keenan Allen,LAC,WR,Mike Williams,LAC,WR,Van Jefferson,LAR,WR,Jared Cook,LAC,TE,Tyler Higbee,LAR,TE
TheZach10 (11),179.48,Kyler Murray,ARI,QB,Mac Jones,NE,QB,Damien Harris,NE,RB,Jonathan Taylor,IND,RB,Ronald Jones,TB,RB,Christian Kirk,ARI,WR,Cooper Kupp,LAR,WR,Jakobi Meyers,NE,WR,Mike Evans,TB,WR,Odell Beckham,LAR,WR,Dawson Knox,BUF,TE,Zach Ertz,ARI,TE
PhatJesus,179.48,Joe Burrow,CIN,QB,Clyde Edwards-Helaire,KC,RB,D'Onta Foreman,TEN,RB,Darrel Williams,KC,RB,Derrick Henry,TEN,RB,Cyril Grayson,TB,WR,Mecole Hardman,KC,WR,Tee Higgins,CIN,WR,Tyler Boyd,CIN,WR,Tyreek Hill,KC,WR,C.J. Uzomah,CIN,TE,Rob Gronkowski,TB,TE
Mike21 (9),179.42,Aaron Rodgers,GB,QB,Matthew Stafford,LAR,QB,Darrel Williams,KC,RB,Ezekiel Elliott,DAL,RB,Sony Michel,LAR,RB,Davante Adams,GB,WR,DeAndre Hopkins,ARI,WR,Ja'Marr Chase,CIN,WR,Mecole Hardman,KC,WR,Tyler Boyd,CIN,WR,Rob Gronkowski,TB,TE,Tyler Higbee,LAR,TE
Mensaball (30),179.4,Ryan Tannehill,TEN,QB,Tom Brady,TB,QB,Damien Harris,NE,RB,Devin Singletary,BUF,RB,Josh Jacobs,LV,RB,Davante Adams,GB,WR,Mike Evans,TB,WR,Nick Westbrook-Ikhine,TEN,WR,Scott Miller,TB,WR,Tyler Johnson,TB,WR,Cameron Brate,TB,TE,Hunter Henry,NE,TE
sophiagrace (30),179.38,Lamar Jackson,BAL,QB,Mac Jones,NE,QB,Patrick Mahomes,KC,QB,Damien Harris,NE,RB,Jonathan Taylor,IND,RB,Tony Pollard,DAL,RB,A.J. Brown,TEN,WR,Ja'Marr Chase,CIN,WR,Keenan Allen,LAC,WR,Mike Williams,LAC,WR,Dawson Knox,BUF,TE,Hunter Henry,NE,TE
comebackzinc (20),179.38,Tom Brady,TB,QB,Joe Mixon,CIN,RB,Rhamondre Stevenson,NE,RB,Sony Michel,LAR,RB,Allen Lazard,GB,WR,Christian Kirk,ARI,WR,Cyril Grayson,TB,WR,Marquez Valdes-Scantling,GB,WR,Tee Higgins,CIN,WR,Tyler Johnson,TB,WR,Rob Gronkowski,TB,TE,Travis Kelce,KC,TE
ShinerJeff,179.32,Aaron Rodgers,GB,QB,Jalen Hurts,PHI,QB,AJ Dillon,GB,RB,Darrel Williams,KC,RB,Ke'Shawn Vaughn,TB,RB,Sony Michel,LAR,RB,Allen Lazard,GB,WR,Cedrick Wilson,DAL,WR,Demarcus Robinson,KC,WR,Gabriel Davis,BUF,WR,Tyreek Hill,KC,WR,Zach Ertz,ARI,TE
cneuey,179.28,Aaron Rodgers,GB,QB,Kyler Murray,ARI,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,Josh Jacobs,LV,RB,Allen Lazard,GB,WR,Davante Adams,GB,WR,Gabriel Davis,BUF,WR,Marquez Valdes-Scantling,GB,WR,Dawson Knox,BUF,TE,Hunter Henry,NE,TE,Marcedes Lewis,GB,TE
data4thewin,179.18,Joe Burrow,CIN,QB,Kyler Murray,ARI,QB,Cam Akers,LAR,RB,James Conner,ARI,RB,Joe Mixon,CIN,RB,Antoine Wesley,ARI,WR,Christian Kirk,ARI,WR,Cooper Kupp,LAR,WR,Ja'Marr Chase,CIN,WR,Mike Williams,LAC,WR,Tee Higgins,CIN,WR,Mark Andrews,BAL,TE
koooob (55),179.18,Patrick Mahomes,KC,QB,Darrel Williams,KC,RB,Ezekiel Elliott,DAL,RB,Tony Pollard,DAL,RB,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Stefon Diggs,BUF,WR,Tyreek Hill,KC,WR,Van Jefferson,LAR,WR,Blake Jarwin,DAL,TE,Hunter Henry,NE,TE,Tyler Higbee,LAR,TE
fasman247 (30),179.16,Aaron Rodgers,GB,QB,Mac Jones,NE,QB,Ryan Tannehill,TEN,QB,AJ Dillon,GB,RB,D'Onta Foreman,TEN,RB,Derrick Henry,TEN,RB,Byron Pringle,KC,WR,Jakobi Meyers,NE,WR,Julio Jones,TEN,WR,Kendrick Bourne,NE,WR,Marquez Valdes-Scantling,GB,WR,Travis Kelce,KC,TE
Quasi (22),179.12,Matthew Stafford,LAR,QB,AJ Dillon,GB,RB,Derrick Henry,TEN,RB,Sony Michel,LAR,RB,A.J. Brown,TEN,WR,Cooper Kupp,LAR,WR,Cyril Grayson,TB,WR,Julio Jones,TEN,WR,Keenan Allen,LAC,WR,Van Jefferson,LAR,WR,Anthony Firkser,TEN,TE,Tyler Higbee,LAR,TE
AverageJoeGibbs (10),179.12,Matthew Stafford,LAR,QB,Ryan Tannehill,TEN,QB,Aaron Jones,GB,RB,Cam Akers,LAR,RB,Derrick Henry,TEN,RB,Najee Harris,PIT,RB,Davante Adams,GB,WR,DeVonta Smith,PHI,WR,Diontae Johnson,PIT,WR,Rondale Moore,ARI,WR,Dallas Goedert,PHI,TE,Tyler Higbee,LAR,TE
coachp10 (4),179.12,Jalen Hurts,PHI,QB,Kyler Murray,ARI,QB,Cam Akers,LAR,RB,Derrick Henry,TEN,RB,Joe Mixon,CIN,RB,Tony Pollard,DAL,RB,Chase Claypool,PIT,WR,Cooper Kupp,LAR,WR,Deebo Samuel,SF,WR,Julio Jones,TEN,WR,Dallas Goedert,PHI,TE,George Kittle,SF,TE
delta3 (22),179.08,Aaron Rodgers,GB,QB,Patrick Mahomes,KC,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,Darrel Williams,KC,RB,Elijah Mitchell,SF,RB,Allen Lazard,GB,WR,Brandon Aiyuk,SF,WR,Julio Jones,TEN,WR,Mecole Hardman,KC,WR,Tyler Johnson,TB,WR,Josiah Deguara,GB,TE
DosBananas (2),178.98,Joe Burrow,CIN,QB,Patrick Mahomes,KC,QB,Damien Harris,NE,RB,Jonathan Taylor,IND,RB,Tony Pollard,DAL,RB,Brandon Aiyuk,SF,WR,Cedrick Wilson,DAL,WR,Christian Kirk,ARI,WR,Deebo Samuel,SF,WR,Kendrick Bourne,NE,WR,Dalton Schultz,DAL,TE,George Kittle,SF,TE
Tippy123,178.98,Jimmy Garoppolo,SF,QB,Joe Burrow,CIN,QB,Damien Harris,NE,RB,Elijah Mitchell,SF,RB,James Conner,ARI,RB,A.J. Brown,TEN,WR,Davante Adams,GB,WR,DeVonta Smith,PHI,WR,Hunter Renfrow,LV,WR,Ja'Marr Chase,CIN,WR,George Kittle,SF,TE,Zach Ertz,ARI,TE
redeemedwarriors (42),178.9,Ryan Tannehill,TEN,QB,Tom Brady,TB,QB,D'Onta Foreman,TEN,RB,Darrel Williams,KC,RB,Ezekiel Elliott,DAL,RB,A.J. Brown,TEN,WR,Breshad Perriman,TB,WR,Cyril Grayson,TB,WR,Julio Jones,TEN,WR,Mike Evans,TB,WR,Dalton Schultz,DAL,TE,Dawson Knox,BUF,TE
dirtroadboys (6),178.88,Joe Burrow,CIN,QB,Justin Herbert,LAC,QB,Austin Ekeler,LAC,RB,Joe Mixon,CIN,RB,Leonard Fournette,TB,RB,Davante Adams,GB,WR,Mike Williams,LAC,WR,Tee Higgins,CIN,WR,Tyler Boyd,CIN,WR,Tyler Johnson,TB,WR,Hunter Henry,NE,TE,Rob Gronkowski,TB,TE
Drrob16,178.88,Derek Carr,LV,QB,Patrick Mahomes,KC,QB,AJ Dillon,GB,RB,Josh Jacobs,LV,RB,Najee Harris,PIT,RB,Allen Lazard,GB,WR,CeeDee Lamb,DAL,WR,Ja'Marr Chase,CIN,WR,Marquez Valdes-Scantling,GB,WR,Cameron Brate,TB,TE,Dalton Schultz,DAL,TE,Darren Waller,LV,TE
Mattdile3 (4),178.82,Aaron Rodgers,GB,QB,Matthew Stafford,LAR,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,Damien Harris,NE,RB,Brandon Aiyuk,SF,WR,CeeDee Lamb,DAL,WR,Cooper Kupp,LAR,WR,Marquez Valdes-Scantling,GB,WR,Van Jefferson,LAR,WR,Darren Waller,LV,TE,Josiah Deguara,GB,TE
FarFromOut (2),178.78,Mac Jones,NE,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,Derrick Gore,KC,RB,Rhamondre Stevenson,NE,RB,Allen Lazard,GB,WR,Cole Beasley,BUF,WR,Davante Adams,GB,WR,Gabriel Davis,BUF,WR,Keenan Allen,LAC,WR,Hunter Henry,NE,TE,Rob Gronkowski,TB,TE
TheDoc5 (33),178.78,Joe Burrow,CIN,QB,Kyler Murray,ARI,QB,AJ Dillon,GB,RB,Darrel Williams,KC,RB,Joe Mixon,CIN,RB,A.J. Green,ARI,WR,Brandon Aiyuk,SF,WR,Davante Adams,GB,WR,Ja'Marr Chase,CIN,WR,Marquez Valdes-Scantling,GB,WR,C.J. Uzomah,CIN,TE,Zach Ertz,ARI,TE
Pirrosa,178.78,Jalen Hurts,PHI,QB,Tom Brady,TB,QB,AJ Dillon,GB,RB,D'Onta Foreman,TEN,RB,Derrick Gore,KC,RB,James Conner,ARI,RB,CeeDee Lamb,DAL,WR,Christian Kirk,ARI,WR,Deebo Samuel,SF,WR,Hunter Renfrow,LV,WR,Tee Higgins,CIN,WR,Travis Kelce,KC,TE
m11dubner,178.76,Kyler Murray,ARI,QB,Chase Edmonds,ARI,RB,Derrick Henry,TEN,RB,James Conner,ARI,RB,Sony Michel,LAR,RB,A.J. Green,ARI,WR,Antonio Brown,TB,WR,Ja'Marr Chase,CIN,WR,Jakobi Meyers,NE,WR,Michael Gallup,DAL,WR,Mike Evans,TB,WR,Travis Kelce,KC,TE
grime1jj (2),178.62,Aaron Rodgers,GB,QB,Jalen Hurts,PHI,QB,Ryan Tannehill,TEN,QB,Derrick Henry,TEN,RB,Joe Mixon,CIN,RB,A.J. Brown,TEN,WR,Byron Pringle,KC,WR,Christian Kirk,ARI,WR,Jakobi Meyers,NE,WR,Julio Jones,TEN,WR,Dalton Schultz,DAL,TE,George Kittle,SF,TE
feelingeeked,178.6,Aaron Rodgers,GB,QB,Matthew Stafford,LAR,QB,AJ Dillon,GB,RB,Chase Edmonds,ARI,RB,Ezekiel Elliott,DAL,RB,Allen Lazard,GB,WR,CeeDee Lamb,DAL,WR,Marquez Valdes-Scantling,GB,WR,Mecole Hardman,KC,WR,Odell Beckham,LAR,WR,Van Jefferson,LAR,WR,Travis Kelce,KC,TE
BIGBAWLER419 (4),178.6,Dak Prescott,DAL,QB,Jimmy Garoppolo,SF,QB,Damien Harris,NE,RB,Devin Singletary,BUF,RB,Josh Jacobs,LV,RB,Najee Harris,PIT,RB,Amari Cooper,DAL,WR,Davante Adams,GB,WR,Julio Jones,TEN,WR,Stefon Diggs,BUF,WR,Dawson Knox,BUF,TE,Tyler Higbee,LAR,TE
delta3,178.58,Patrick Mahomes,KC,QB,Ryan Tannehill,TEN,QB,AJ Dillon,GB,RB,D'Onta Foreman,TEN,RB,Darrel Williams,KC,RB,Derrick Henry,TEN,RB,Rhamondre Stevenson,NE,RB,Breshad Perriman,TB,WR,Byron Pringle,KC,WR,Davante Adams,GB,WR,Marquez Valdes-Scantling,GB,WR,Tyler Higbee,LAR,TE
Jdub (15),178.56,Kyler Murray,ARI,QB,Mac Jones,NE,QB,Ezekiel Elliott,DAL,RB,Ronald Jones,TB,RB,Sony Michel,LAR,RB,Tony Pollard,DAL,RB,A.J. Brown,TEN,WR,Emmanuel Sanders,BUF,WR,Julio Jones,TEN,WR,Marquez Valdes-Scantling,GB,WR,Mike Evans,TB,WR,Travis Kelce,KC,TE
Mensaball (33),178.54,Dak Prescott,DAL,QB,Ryan Tannehill,TEN,QB,Darrel Williams,KC,RB,Derrick Gore,KC,RB,Elijah Mitchell,SF,RB,A.J. Brown,TEN,WR,Byron Pringle,KC,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Nick Westbrook-Ikhine,TEN,WR,Anthony Firkser,TEN,TE,Travis Kelce,KC,TE
feelingeeked (2),178.38,Kyler Murray,ARI,QB,Patrick Mahomes,KC,QB,Clyde Edwards-Helaire,KC,RB,Derrick Henry,TEN,RB,Jonathan Taylor,IND,RB,Tony Pollard,DAL,RB,Byron Pringle,KC,WR,CeeDee Lamb,DAL,WR,Tee Higgins,CIN,WR,Van Jefferson,LAR,WR,Dallas Goedert,PHI,TE,Zach Ertz,ARI,TE
Brewercory5 (26),178.38,Aaron Rodgers,GB,QB,Jimmy Garoppolo,SF,QB,AJ Dillon,GB,RB,Darrel Williams,KC,RB,Josh Jacobs,LV,RB,Allen Lazard,GB,WR,Byron Pringle,KC,WR,Marquez Valdes-Scantling,GB,WR,Tee Higgins,CIN,WR,Tyler Boyd,CIN,WR,Tyreek Hill,KC,WR,Rob Gronkowski,TB,TE
CharlieLeclerc (8),178.28,Dak Prescott,DAL,QB,Mac Jones,NE,QB,Patrick Mahomes,KC,QB,Clyde Edwards-Helaire,KC,RB,Ezekiel Elliott,DAL,RB,Rhamondre Stevenson,NE,RB,Tony Pollard,DAL,RB,Byron Pringle,KC,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Mecole Hardman,KC,WR,Dalton Schultz,DAL,TE
Steviebear (13),178.26,Aaron Rodgers,GB,QB,Dak Prescott,DAL,QB,Chase Edmonds,ARI,RB,Josh Jacobs,LV,RB,Rhamondre Stevenson,NE,RB,Amari Cooper,DAL,WR,CeeDee Lamb,DAL,WR,Gabriel Davis,BUF,WR,Marquez Valdes-Scantling,GB,WR,Stefon Diggs,BUF,WR,Darren Waller,LV,TE,Dawson Knox,BUF,TE
badmofuker,178.26,Aaron Rodgers,GB,QB,Dak Prescott,DAL,QB,James Conner,ARI,RB,Joe Mixon,CIN,RB,Josh Jacobs,LV,RB,Tony Pollard,DAL,RB,Cooper Kupp,LAR,WR,Deebo Samuel,SF,WR,Emmanuel Sanders,BUF,WR,Hunter Renfrow,LV,WR,George Kittle,SF,TE,Marcedes Lewis,GB,TE
CharlieLeclerc (9),178.18,Dak Prescott,DAL,QB,Patrick Mahomes,KC,QB,Clyde Edwards-Helaire,KC,RB,Darrel Williams,KC,RB,Amari Cooper,DAL,WR,Byron Pringle,KC,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Demarcus Robinson,KC,WR,Josh Gordon,KC,WR,Mecole Hardman,KC,WR,Dalton Schultz,DAL,TE
koooob (58),178.18,Tom Brady,TB,QB,Austin Ekeler,LAC,RB,Darrel Williams,KC,RB,Le'Veon Bell,TB,RB,Breshad Perriman,TB,WR,Byron Pringle,KC,WR,Cyril Grayson,TB,WR,Keenan Allen,LAC,WR,Mike Evans,TB,WR,Mike Williams,LAC,WR,Tyler Johnson,TB,WR,Travis Kelce,KC,TE
Fatbob (10),178.18,Aaron Rodgers,GB,QB,Patrick Mahomes,KC,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,D'Onta Foreman,TEN,RB,Derrick Gore,KC,RB,Allen Lazard,GB,WR,Byron Pringle,KC,WR,Marquez Valdes-Scantling,GB,WR,Mecole Hardman,KC,WR,Tee Higgins,CIN,WR,Josiah Deguara,GB,TE
redeemedwarriors (52),178.16,Dak Prescott,DAL,QB,Ryan Tannehill,TEN,QB,AJ Dillon,GB,RB,Damien Harris,NE,RB,Devin Singletary,BUF,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,CeeDee Lamb,DAL,WR,Gabriel Davis,BUF,WR,Stefon Diggs,BUF,WR,Hunter Henry,NE,TE,Josiah Deguara,GB,TE
delta3 (25),178.12,Jimmy Garoppolo,SF,QB,Aaron Jones,GB,RB,Clyde Edwards-Helaire,KC,RB,Darrel Williams,KC,RB,Derrick Henry,TEN,RB,Elijah Mitchell,SF,RB,Brandon Aiyuk,SF,WR,Byron Pringle,KC,WR,Davante Adams,GB,WR,Gabriel Davis,BUF,WR,Mecole Hardman,KC,WR,Anthony Firkser,TEN,TE
BestBallBRob (3),178.08,Jimmy Garoppolo,SF,QB,Joe Burrow,CIN,QB,Damien Harris,NE,RB,Elijah Mitchell,SF,RB,Joe Mixon,CIN,RB,Sony Michel,LAR,RB,A.J. Brown,TEN,WR,Davante Adams,GB,WR,Deebo Samuel,SF,WR,Tee Higgins,CIN,WR,Hunter Henry,NE,TE,Tyler Higbee,LAR,TE
BenHauver,178.04,Dak Prescott,DAL,QB,Justin Herbert,LAC,QB,Cam Akers,LAR,RB,Devin Singletary,BUF,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,Cedrick Wilson,DAL,WR,Keenan Allen,LAC,WR,Stefon Diggs,BUF,WR,Tee Higgins,CIN,WR,Blake Jarwin,DAL,TE,Travis Kelce,KC,TE
Eaglezzz (35),178.02,Aaron Rodgers,GB,QB,Jalen Hurts,PHI,QB,AJ Dillon,GB,RB,Chase Edmonds,ARI,RB,Rhamondre Stevenson,NE,RB,Allen Lazard,GB,WR,Michael Pittman,IND,WR,Mike Evans,TB,WR,Randall Cobb,GB,WR,Tyreek Hill,KC,WR,Dawson Knox,BUF,TE,Marcedes Lewis,GB,TE
AVander (3),177.98,Joe Burrow,CIN,QB,Chase Edmonds,ARI,RB,Derrick Henry,TEN,RB,Devin Singletary,BUF,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,CeeDee Lamb,DAL,WR,Julio Jones,TEN,WR,Stefon Diggs,BUF,WR,Tyler Boyd,CIN,WR,C.J. Uzomah,CIN,TE,Darren Waller,LV,TE
KevinTurcot (18),177.98,Joe Burrow,CIN,QB,Kyler Murray,ARI,QB,Aaron Jones,GB,RB,Elijah Mitchell,SF,RB,Ronald Jones,TB,RB,Cedrick Wilson,DAL,WR,Christian Kirk,ARI,WR,Davante Adams,GB,WR,Tee Higgins,CIN,WR,Tyler Boyd,CIN,WR,Rob Gronkowski,TB,TE,Zach Ertz,ARI,TE
peterdmitruk,177.96,Mac Jones,NE,QB,Ryan Tannehill,TEN,QB,Darrel Williams,KC,RB,Leonard Fournette,TB,RB,Ronald Jones,TB,RB,Allen Lazard,GB,WR,Byron Pringle,KC,WR,Deebo Samuel,SF,WR,Marquez Valdes-Scantling,GB,WR,Cameron Brate,TB,TE,Marcedes Lewis,GB,TE,Travis Kelce,KC,TE
redeemedwarriors (29),177.78,Aaron Rodgers,GB,QB,Patrick Mahomes,KC,QB,AJ Dillon,GB,RB,Derrick Gore,KC,RB,Joe Mixon,CIN,RB,Ke'Shawn Vaughn,TB,RB,Tony Pollard,DAL,RB,Allen Lazard,GB,WR,Amari Cooper,DAL,WR,Cedrick Wilson,DAL,WR,Mecole Hardman,KC,WR,Josiah Deguara,GB,TE
bgary624 (29),177.78,Aaron Rodgers,GB,QB,Joe Burrow,CIN,QB,Aaron Jones,GB,RB,Darrel Williams,KC,RB,Elijah Mitchell,SF,RB,Allen Lazard,GB,WR,Davante Adams,GB,WR,Deebo Samuel,SF,WR,Diontae Johnson,PIT,WR,Nick Westbrook-Ikhine,TEN,WR,Anthony Firkser,TEN,TE,C.J. Uzomah,CIN,TE
JJourneay33 (51),177.78,Joe Burrow,CIN,QB,AJ Dillon,GB,RB,James Conner,ARI,RB,Joe Mixon,CIN,RB,Davante Adams,GB,WR,DeVonta Smith,PHI,WR,Ja'Marr Chase,CIN,WR,Tee Higgins,CIN,WR,Tyler Boyd,CIN,WR,Dallas Goedert,PHI,TE,Josiah Deguara,GB,TE,Zach Ertz,ARI,TE
NotoriousFNTSY (7),177.76,Dak Prescott,DAL,QB,Ryan Tannehill,TEN,QB,D'Onta Foreman,TEN,RB,Josh Jacobs,LV,RB,Tony Pollard,DAL,RB,A.J. Brown,TEN,WR,Amari Cooper,DAL,WR,CeeDee Lamb,DAL,WR,Julio Jones,TEN,WR,Tyreek Hill,KC,WR,Anthony Firkser,TEN,TE,Tyler Higbee,LAR,TE
CharlieLeclerc (17),177.74,Dak Prescott,DAL,QB,Ryan Tannehill,TEN,QB,D'Onta Foreman,TEN,RB,Tony Pollard,DAL,RB,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Demarcus Robinson,KC,WR,Julio Jones,TEN,WR,Nick Westbrook-Ikhine,TEN,WR,Tyreek Hill,KC,WR,Dalton Schultz,DAL,TE,Travis Kelce,KC,TE
smchrisusmc,177.6,Ryan Tannehill,TEN,QB,Tom Brady,TB,QB,D'Onta Foreman,TEN,RB,Devin Singletary,BUF,RB,Rhamondre Stevenson,NE,RB,Sony Michel,LAR,RB,A.J. Brown,TEN,WR,Allen Lazard,GB,WR,Cooper Kupp,LAR,WR,Nick Westbrook-Ikhine,TEN,WR,Anthony Firkser,TEN,TE,Dalton Schultz,DAL,TE
td20 (12),177.48,Joe Burrow,CIN,QB,Ryan Tannehill,TEN,QB,Cam Akers,LAR,RB,Derrick Henry,TEN,RB,Leonard Fournette,TB,RB,A.J. Brown,TEN,WR,Deebo Samuel,SF,WR,Diontae Johnson,PIT,WR,Tee Higgins,CIN,WR,Tyler Boyd,CIN,WR,Anthony Firkser,TEN,TE,Hunter Henry,NE,TE
Dusty0716 (2),177.46,Patrick Mahomes,KC,QB,Darrel Williams,KC,RB,James Conner,ARI,RB,Najee Harris,PIT,RB,Tony Pollard,DAL,RB,A.J. Green,ARI,WR,Amari Cooper,DAL,WR,CeeDee Lamb,DAL,WR,Chase Claypool,PIT,WR,Christian Kirk,ARI,WR,DeVonta Smith,PHI,WR,Travis Kelce,KC,TE
angrypanda (3),177.42,Matthew Stafford,LAR,QB,Ryan Tannehill,TEN,QB,Aaron Jones,GB,RB,Derrick Henry,TEN,RB,Ezekiel Elliott,DAL,RB,Byron Pringle,KC,WR,Cole Beasley,BUF,WR,Davante Adams,GB,WR,Marquez Valdes-Scantling,GB,WR,Mecole Hardman,KC,WR,Marcedes Lewis,GB,TE,Tyler Higbee,LAR,TE
Moses2728 (2),177.4,Kyler Murray,ARI,QB,Tom Brady,TB,QB,Alvin Kamara,NO,RB,Austin Ekeler,LAC,RB,Rhamondre Stevenson,NE,RB,A.J. Green,ARI,WR,Amari Cooper,DAL,WR,Cedrick Wilson,DAL,WR,Mike Evans,TB,WR,Tyreek Hill,KC,WR,Dalton Schultz,DAL,TE,Hunter Henry,NE,TE
PHINS (7),177.38,Aaron Rodgers,GB,QB,Patrick Mahomes,KC,QB,Derrick Henry,TEN,RB,Sony Michel,LAR,RB,A.J. Brown,TEN,WR,Allen Lazard,GB,WR,Marquez Valdes-Scantling,GB,WR,Mecole Hardman,KC,WR,Tee Higgins,CIN,WR,Tyler Boyd,CIN,WR,Hunter Henry,NE,TE,Josiah Deguara,GB,TE
Smizz (2),177.38,Dak Prescott,DAL,QB,Josh Allen,BUF,QB,Alvin Kamara,NO,RB,Cam Akers,LAR,RB,Clyde Edwards-Helaire,KC,RB,Damien Harris,NE,RB,Amari Cooper,DAL,WR,Diontae Johnson,PIT,WR,Marquez Valdes-Scantling,GB,WR,Stefon Diggs,BUF,WR,Dawson Knox,BUF,TE,Pat Freiermuth,PIT,TE
Mensaball (6),177.28,Aaron Rodgers,GB,QB,Mac Jones,NE,QB,AJ Dillon,GB,RB,Chase Edmonds,ARI,RB,Damien Harris,NE,RB,Derrick Henry,TEN,RB,Davante Adams,GB,WR,Gabriel Davis,BUF,WR,Ja'Marr Chase,CIN,WR,Jakobi Meyers,NE,WR,Hunter Henry,NE,TE,Zach Ertz,ARI,TE
cwellshear (13),177.28,Patrick Mahomes,KC,QB,Tom Brady,TB,QB,Darrell Henderson,LAR,RB,Ezekiel Elliott,DAL,RB,James Conner,ARI,RB,Antonio Brown,TB,WR,Christian Kirk,ARI,WR,Deebo Samuel,SF,WR,Justin Jefferson,MIN,WR,Van Jefferson,LAR,WR,George Kittle,SF,TE,Rob Gronkowski,TB,TE
